i,코드,상품명,거래소,개요,
2,AAA,AXS First Priority CLO Bond ETF,아멕스 증권거래소,이 펀드는 자본보존과 소득을 추구한다. 이 펀드는 적극적으로 운용되는 ETF로, 정상적인 상황에서 순자산의 80% 이상을 미국 달러 위주 담보 대출 채무의 AAA 등급 1순위 채무 환산에 투자함으로써 투자 목적을 추구한다.
3,AAAU,Goldman Sachs Physical Gold ETF,아멕스 증권거래소,이 펀드는 투자자들에게 주식을 통해 금에 투자할 수 있는 기회를 제공하고 골드 코퍼레이션이 금을 안전하게 보관할 수 있도록 하는 방안을 모색하고 있습니다. 트러스트가 보유하고 있는 금은 런던바와 금 순도가 최소 99.5%인 다른 금 제품을 포함합니다(동전, 주물, 주물 및 주형 막대를 포함하되 이에 국한되지 않음).
122,ACWV,iShares MSCI Global Min Vol Factor ETF,아멕스 증권거래소,이 펀드는 MSCI All Country World 최소 변동성 지수의 가격과 수익률에 일반적으로 해당하는 투자 결과를 추구합니다. 이 지수는 변동성이 낮은 신흥시장과 선진시장과 주식증권의 결합 실적을 측정합니다.
123,ACWX,iShares MSCI ACWI ex US ETF,나스닥 증권거래소,이 펀드는 일반적으로 미국 MSCI All Country World Index의 가격과 수익성(수수료 및 비용 차감 이전)에 해당하는 투자 결과를 찾습니다. 이 펀드는 미국을 제외한 선진국과 신흥시장의 종합적 시장실적을 측정하고자 합니다.
141,ADIV,SmartETFs Asia Pacific Dividend Builder ETF,아멕스 증권거래소,이 펀드는 배당수익과 장기적인 시세차익을 제공하고자 한다. 이 펀드는 아시아 태평양 기업의 상장, 배당 창출 주식 증권에 투자한다. 이 펀드는 투자자들이 개발도상국에서 선진국으로 이동하면서 아시아 태평양 경제의 전환에서 이익을 얻을 수 있도록 하기 위해 노력하고 있다.
144,ADME,Aptus Drawdown Managed Equity ETF,아멕스 증권거래소,이 펀드는 Aptus Behavioral Momentum Index의 실적을 추적하려고 합니다. 이 지수는 탄력성과 투자자 행동에 기초한 미국 상장 기업의 보통주나 7-10년 미 재무부 채권의 실적을 추적하는 ETF중 하나에 그것의 노출을 지시하는 체계적인 추세 추종 전략을 실행합니다.
152,ADPV,Adaptiv Select ETF,아멕스 증권거래소,이 펀드는 광범위한 미국 주식 시장이 상승세에 있을 때 장기적인 자본 절상을 추구한다. 이 펀드의 2차 목표는 광범위한 미국 주식 시장의 하락세 동안 인출을 제한하는 것이다. 이 펀드는 모든 순자산을 미국 대기업의 상장 주식 증권 포트폴리오에 투자할 것이다.
181,AEMB,American Century Emerging Markets Bond ETF,아멕스 증권거래소,이 펀드는 경상소득과 시세차익을 제공하고자 한다. 이 펀드는 순자산의 최소 80%를 국가 및 준정부 부채, 이머징 마켓 기업 부채 증권, 이머징 마켓 부채 투자를 포함하는 신흥 시장 국가와 관련된 채무 증권에 투자한다.
191,AESR,Anfield US Equity Sector Rotation ETF,아멕스 증권거래소,이 펀드는 주식 시장의 다양한 부문에 투자함으로써 전체 시장 주기에 걸쳐 전통적인 대규모 주식 지수와 스타일을 능가하고자 합니다. 펀드는 지수와 관련하여 관리되지 않으며 미국 주식 시장의 다른 유형의 증권과 부문에 자산을 배분할 수 있는 폭넓은 유연성을 가지고 있습니다.
207,AFIF,Anfield Universal Fixed Income ETF,아멕스 증권거래소,이 펀드는 경상 수입을 추구합니다. 이 펀드는 보통 순자산의 80% 이상을 다양한 고정수익상품 포트폴리오에 투자합니다. 이 펀드는 지수에 비해 관리되지 않으며, 고정 수익 시장의 다양한 유형의 증권 및 섹터에 자산을 할당할 수 있는 폭넓은 유연성을 가지고 있습니다.
208,AFK,VanEck Africa Index ETF,아멕스 증권거래소,이 펀드는 일반적으로 전체 자산의 80% 이상을 아프리카에 본사를 둔 기업 또는 아프리카에서 매출의 50% 이상을 창출하는 기업에 대해 주식예탁증권을 포함할 수 있는 지분 증권에 투자하려고 합니다.
210,AFLG,First Trust Active Factor Large Cap ETF,아멕스 증권거래소,이 펀드는 시세 차익을 제공하려고 합니다. 이 펀드는 시가 총액이 대기업의 널리 알려진 최소 시가 총액 지수와 같거나 큰 회사들이 발행한 미국 상장 주식에 순자산의 80%이상을 투자합니다.
211,AFMC,First Trust Active Factor Mid Cap ETF,아멕스 증권거래소,이 펀드는 시세 차익을 제공하려고 합니다. 정상적인 시장 조건 하에서 펀드는 시가 총액이 중간 규모 기업의 널리 인정되는 최소 및 최대 시장 자본화 지수에 해당하는 기업이 발행하는 미국 상장 주식에 순자산의 80%이상을 투자합니다.
215,AFSM,First Trust Active Factor Small Cap ETF,아멕스 증권거래소,이 펀드는 시세 차익을 제공하려고 합니다. 이 펀드는 시가 총액이 최소 2억 5천만달러에 이르는 기업과 널리 알려진 중소 기업의 최대 시가 총액 사이인 기업이 발행한 미국 상장 주식에 순자산의 80%이상을 투자합니다.
219,AFTY,Pacer CSOP FTSE China A50 ETF,아멕스 증권거래소,이 펀드는 수수료와 비용에 앞서 중국 A-샤레스 시장에서 50대 기업이 발행한 A-샤레스(A-Shares)로 구성된 FTSE China A50 순 수익률의 성과를 추적하는 투자 결과를 제공하기 위해 노력하고 있습니다. 자산의 80%를 기초지수에 포함된 증권에 투자합니다.
231,AGG,iShares Core US Aggregate Bond ETF,아멕스 증권거래소,이 펀드는 바클레이스 캐피털 미국 골재지수로 정의된 미국 투자 등급 증권 시장의 수수료와 비용 차감 이전 일반적으로 가격과 수익 실적에 상응하는 투자 성과를 추구합니다.
232,AGGH,Simplify Aggregate Bond PLUS Credit Hedge ETF,아멕스 증권거래소,이 펀드는 신용위험을 완화하면서 투자 등급 채권에 투자함으로써 총 수익률을 극대화하고자 한다. 이 펀드의 어드바이저는 주로 ETF를 매입하여 투자등급 채권에 투자하고, 펀드 투자에 신용위험회피 오버레이를 적용하여 펀드의 투자목적을 달성하고자 한다.
235,AGIH,iShares Inflation Hedged US Aggregate Bond ETF,아멕스 증권거래소,이 펀드는 BlackRock Inflation Hedged U.S. Aggregate Bond Index의 투자 결과를 추적하려고 한다. 이 지수는 만기별 인플레이션 스와프 계약을 최대 10건까지 포함함으로써 미국 달러표시 투자등급 채권으로 구성된 포트폴리오의 인플레이션 위험을 최소화하기 위해 설계되었다.
254,AGNG,Global X Aging Population ETF,나스닥 증권거래소,이 펀드는 수수료와 비용을 제외하고 일반적으로 Indxx Aging Population Thematic Index의 가격 및 수익률 성과에 해당하는 투자 결과를 제공하고자 한다. 이 펀드는 전체 자산의 80% 이상을 인구 고령화 테마 지수("기초 지수")의 유가증권에 투자한다.
256,AGOV,ETC Gavekal Asia Pacific Government Bond ETF,아멕스 증권거래소,이 펀드는 절대적인 플러스 수익을 제공하고자 한다. 이 펀드는 아시아 태평양 지역의 중앙 정부 및 기관 또는 정치적 하부 조직이 발행한 현지 통화 채권("아시아 태평양 국채")에 투자하여 투자 목적을 달성하고자 하는 능동적으로 운용되는 ETF이다.
257,AGOX,Adaptive Alpha Opportunities ETF,아멕스 증권거래소,이 펀드는 시세차익을 추구한다. 이 펀드는 신흥시장 국가를 포함한 전 세계 여러 국가의 발행자 시가총액에 투자하는 펀드와 관련이 없는 상장형 펀드에 투자함으로써 투자목적을 달성하고자 한다.
260,AGRH,iShares Interest Rate Hedged US Aggregate Bond ETF,아멕스 증권거래소,이 펀드는 미국 달러 표시 투자 등급 채권으로 구성된 포트폴리오의 금리 위험 익스포저를 최소화하기 위해 설계된 BlackRock Interest Rate Hedged US Aggregate Bond Index의 투자 결과를 추적하고자 한다.
268,AGZ,iShares Agency Bond ETF,아멕스 증권거래소,이 펀드는 바클레이스 캐피털 미국 에이전시 지수에 의해 정의된 미국 국채 시장 기관 부문의 가격 및 수익률에 일반적으로 해당하는 투자 결과를 추구합니다.
278,AHOY,Newday Ocean Health ETF,아멕스 증권거래소,이 펀드는 장기적인 시세차익을 추구한다. 이 펀드는 해양 건강 관련 회사 또는 수역에 과도한 영양분 배출, 수명 주기 종료 제품 폐기물, 환경 보호주의에 대한 약속, CO2 배출에 관심을 가지고 주의를 기울이는 회사의 지분 증권에 투자한다.
287,AHYB,American Century Select High Yield ETF,아멕스 증권거래소,이 펀드는 높은 경상소득을 제공하고자 한다. 이 펀드의 포트폴리오 매니저는 펀드 순자산의 80한다. 이 펀드는 또한 우선 증권, 전환 증권, 현금 및 현금 등가물에 투자할 수 있다.이 펀드는 높은 경상소득을 제공하고자 한다. 이 펀드의 포트폴리오 매니저는 펀드 순자산의 80한다. 이 펀드는 또한 우선 증권, 전환 증권, 현금 및 현금 등가물에 투자할 수 있다.
289,AIA,iShares Asia 50 ETF,나스닥 증권거래소,이 펀드는 아시아 최대의 주식 50개로 구성된 지수의 투자 결과를 추적하고자 합니다. S&P Asia 50TM 지수는 중국, 홍콩, 마카오, 싱가포르, 한국, 대만 등 50개 주요 기업의 실적을 측정하기 위한 것입니다.
294,AIDB,QRAFT AI-Pilot US Lrg Cap Dynamic Beta and Inc ETF,아멕스 증권거래소,이 펀드는 장기적인 자본 가치 상승을 추구한다. ETF, 단기 채무 증권, 머니 마켓 뮤추얼 펀드 및 기타 현금성 자산 포트폴리오에 투자하여 투자 목표를 달성하고자 한다. 이 펀드는 순자산의 최소 80%를 미국 상장 대기업의 증권에 투자한다.
295,AIDB,QRAFT AI-Pilot US Lrg Cap Dynamic Beta and Inc ETF,아멕스 증권거래소,이 펀드는 장기적인 자본 가치 상승을 추구한다. ETF, 단기 채무 증권, 머니 마켓 뮤추얼 펀드 및 기타 현금성 자산 포트폴리오에 투자하여 투자 목표를 달성하고자 한다. 이 펀드는 순자산의 최소 80%를 미국 상장 대기업의 증권에 투자한다.
309,AIQ,Global X Artificial Intelligence & Technology ETF,나스닥 증권거래소,이 펀드는 일반적으로 Indxx 인공지능 & 빅 데이터 인덱스의 가격과 수익성, 수수료 및 비용에 상응하는 투자 성과를 제공하고자 합니다. 이 지수는 인공지능과 빅데이터의 개발과 활용에 관련된 기업들의 실적을 추적합니다.
314,AIRR,First Trust RBA Amer Industrial Renaissance ETF,나스닥 증권거래소,이 펀드는 리처드 번스타인 어드바이저스 미국 산업 르네상스 지수의 가격과 수익률에 상응하는 투자 성과를 추구합니다. 이 펀드는 산업 및 커뮤니티 뱅킹 부문의 미국 중소기업의 실적을 측정하는 지수로 구성된 주식 증권에 투자합니다.
399,ALTL,Pacer Lunt Large Cap Alternator ETF,아멕스 증권거래소,이 펀드는 Lunt Capital US Large Cap Equity Rotation Index의 수수료와 비용 전 총 수익률을 추적하려고 한다. 이 지수는 객관적이고 규칙에 기반한 방법론을 사용하여 대규모 자본화 미국 기업에 대한 노출을 제공한다. 특히 변동성은 낮고 베타가 높은 것이 특징이다.
404,ALTY,Global X Alternative Income ETF,나스닥 증권거래소,이 펀드는 Indx SuperDividend Alternative Index의 가격과 수익률을 추적하고자 합니다. 기초 지수는 지수 제공자가 정의한 각 대체 소득 투자 범주에서 가장 높은 배당 수익 증권에 속하는 증권으로 구성됩니다.
418,AMAX,RH Hedged Multi Asset Income ETF,아멕스 증권거래소,이 펀드는 시세차익과 경상 소득의 조합을 통해 총 수익을 추구한다. 이 펀드는 주로 고정 수입 증권에 투자하며, 펀드 자산의 최대 15%까지 투자 등급 미만의 모기지 관련 고수익 상품(일반적으로 정크 본드라고 함)에도 투자할 수 있다.
436,AMID,Argent Mid Cap ETF,나스닥 증권거래소,이 펀드는 장기적으로 Russell MidCap Index를 능가하고자 한다. 이 펀드는 중형 기업의 주식 증권에 투자하여 투자 목표를 달성하고자 한다. 이 펀드의 서브 어드바이저는 다단계 프로세스와 Argent Alpha Model이라는 정량적 선별 프로세스를 활용한다.
441,AMLP,ALPS Alerian MLP ETF,아멕스 증권거래소,이 펀드는 일반적으로 기본 지수인 Alerian MLP Infrastructure Index의 가격과 수익률에 해당하는 투자 결과를 추구합니다. 이 지수는 투자자들에게 미국 에너지 인프라 MLP 자산 등급의 전반적인 성과를 추적할 수 있는 수단을 제공하기 위한 것입니다.
447,AMOM,QRAFT AI-Enhanced US Large Cap Momentum ETF,아멕스 증권거래소,이 펀드는 시세차익을 추구합니다. 이 펀드는 매입 당시 시가총액이 40억 달러를 초과하는 미국 기업의 증권에 투자하여 순자산의 80% 이상을 투자하고 투자목적을 달성하고자 합니다.
450,AMPD,CNIC ICE US Carbon Neutral Power Futures Index ETF,아멕스 증권거래소,이 펀드는 수수료 및 비용을 제외한 지수의 성과를 추적하고자 한다. 일반적인 시장 상황에서, 이 펀드는 순자산의 대부분을 지수에 포함된 선물 계약 또는 지수 전체의 리스크 및 수익률과 매우 유사한 선물 계약에 투자한다.
479,AMZA,InfraCap MLP ETF,아멕스 증권거래소,이 펀드는 공개적으로 거래되는 마스터 유한 파트너십과 파트너십으로 과세되는 유한 책임 회사의 지분 증권에 대한 투자를 통해 총 수익을 추구합니다. 이 펀드는 전체 자산의 80% 이상을 에너지 인프라 분야의 MLP 지분증권에 투자할 예정입니다.
488,ANEW,ProShares MSCI Transformational Changes ETF,아멕스 증권거래소,이 펀드는 MSCI Global Transformational Changes Index의 투자 결과를 추적하고자 한다. 이 지수는 사람들이 일하는 방식, 건강관리, 소비와 연결에서 혁신적 변화의 혜택을 받을 수 있는 회사들을 선정한다. 이 펀드는 지수의 유가증권에 모든 자산을 투자한다.
492,ANGL,VanEck Fallen Angel High Yield Bond ETF,나스닥 증권거래소,이 펀드는 BofA Merrill Lynch US Fallen Angel High Yield Index를 가능한 한 근접하게 재현하려고 합니다. 이 지수는 미국 달러로 표시된 투자 등급의 회사채로 구성되어 있으며 발행 당시 투자 등급을 받았습니다.
505,AOA,iShares Core Aggressive Allocation ETF,아멕스 증권거래소,이 펀드는 일반적으로 S&P Target Risk Aggressive Index의 수수료 및 비용 차감 전 수익률과 일치하는 투자 결과를 추구합니다. 이 펀드는 시세차익을 추구합니다.
509,AOK,iShares Core Conservative Allocation ETF,아멕스 증권거래소,이 펀드는 보수적인 목표 위험 배분 전략을 나타내려고 하는 기초 자본 및 고정 수익 펀드의 포트폴리오로 구성된 지수의 투자 결과를 추적하려고 합니다. 이 펀드는 일반적으로 자산의 90% 이상을 Underlying Index 증권에 투자합니다.
510,AOM,iShares Core Moderate Allocation ETF,아멕스 증권거래소,이 펀드는 S&P Target Risk Moderate Index의 투자 결과를 추적하기 위해 중간 목표 위험 배분 전략을 나타내는 기본 자본 및 고정 수익 펀드의 포트폴리오로 구성됩니다. 이 펀드는 자산의 90% 이상을 Underlying Index 증권에 투자합니다.
513,AOR,iShares Core Growth Allocation ETF,아멕스 증권거래소,이 펀드는 성장 배분 목표 위험 전략을 나타내는 기본 자본 및 고정 수익 펀드의 포트폴리오로 구성된 지수의 투자 결과를 추적하려고 합니다. 이 펀드는 정상적인 상황에서 자산의 90% 이상을 Underlying Index 증권에 투자합니다.
517,AOTG,AOT Growth and Innovation ETF,나스닥 증권거래소,이 펀드는 장기적인 자본이득을 추구한다. 이 펀드는 기업이 기업의 비용을 크게 증가시키지 않고 더 많은 양의 상품이나 서비스를 제공할 수 있다는 점을 고려한 낮은 한계비용 사업모델을 바탕으로 성장잠재력이 높은 미국 상장주식증권에 주로 투자한다.
526,APCB,ActivePassive Core Bond ETF,아멕스 증권거래소,이 펀드는 낮은 원금 변동성과 일관된 경상 소득을 제공하고자 한다. 일반적으로 순자산의 최소 80%를 투자 등급 이상의 고정 수익 증권에 투자하고 순자산의 최대 20%를 정크 본드라고도 하는 고수익 부채 증권에 투자한다.
538,APIE,ActivePassive International Equity ETF,아멕스 증권거래소,이 펀드는 시가총액이 다양한 미국 외 기업의 주식 증권에 투자하여 장기적인 시세차익을 추구한다. 이 펀드는 적극적인 투자 전략과 수동적인 투자 전략을 혼합하여 펀드 벤치마크 지수인 S&P Classic ADR Composite Index에 대한 비용, 추적 및 잠재 수익률을 최적화한다.
544,APLY,YieldMax AAPL Option Income Strategy ETF,아멕스 증권거래소,이 펀드는 경상 소득을 주요 목표로 추구한다. 이 펀드의 2차 투자 목표는 잠재적 투자 이익에 대한 한도에 따라 Apple Inc.(AAPL)의 보통주 주가에 대한 노출을 추구하는 것이다. 이 펀드는 AAPL과 관련된 투자 전략을 사용하려고 노력할 것이다.
548,APMU,ActivePassive Intermediate Municipal Bond ETF,아멕스 증권거래소,이 펀드는 원금 변동성이 낮고 연방 소득세가 면제되는 경상 소득을 제공하고자 한다. 일반적인 시장 상황에서는 순자산의 80% 이상을 미국 연방 소득세가 면제되고 투자 등급 이상으로 평가되는 미국 지방채 증권에 투자한다.
556,APRD,Innovator Premium Income 10 Barrier ETF - April,아멕스 증권거래소,이 펀드는 2023년 4월 1일부터 2024년 3월 31일까지 10.11%의 확정 분배율을 통해 높은 수준의 수익을 추구하며, 미국 주가지수가 10% 이하로 하락할 경우 손실이 발생하지 않는다. 이 펀드는 미국 Treasury bill과 FLexible EXchange 옵션에 투자한다.
558,APRH,Innovator Premium Income 20 Barrier ETF - April,아멕스 증권거래소,이 펀드는 2023년 4월 1일부터 2024년 3월 31일까지 8.73%의 확정 분배율을 통해 높은 수준의 수익을 추구하며, 미국 주가지수가 20% 이하로 하락할 경우 손실이 발생하지 않는다. 이 펀드는 미국 Treasury bill과 FLexible EXchange 옵션에 투자한다.
559,APRJ,Innovator Premium Income 30 Barrier ETF - April,아멕스 증권거래소,이 펀드는 2023년 4월 1일부터 2024년 3월 31일까지 7.32%의 확정 분배율을 통해 투자자에게 높은 수준의 수익을 제공하고자 하며, 미국 주가지수가 30% 이하로 하락하더라도 손실이 발생하지 않는다. 이 펀드는 미국 Treasury bill과 FLexible EXchange 옵션에 투자한다.
561,APRQ,Innovator Premium Income 40 Barrier ETF - April,아멕스 증권거래소,이 펀드는 2023년 4월 1일부터 2024년 3월 31일까지 8.73%의 확정 분배율을 통해 높은 수준의 수익을 추구하며, 미국 주가지수가 40% 이하로 하락할 경우 손실이 발생하지 않는다. 이 펀드는 미국 Treasury bill과 FLexible EXchange 옵션에 투자한다.
562,APRT,AllianzIM US Large Cap Buffer10 Apr ETF,아멕스 증권거래소,이 펀드는 2020년 6월 1일부터 2021년 3월 31일까지 S&P 500 Price Index 손실의 처음 10%에 대한 완충장치를 제공하는 동시에 S&P 500 Price Index의 수익률을 일치시키고자 한다. 이 펀드는 순자산의 80% 이상을 S&P 500 가격 수익률을 참조하는 FLExchange Options에 투자한다.
563,APRW,AllianzIM US Large Cap Buffer20 Apr ETF,아멕스 증권거래소,이 펀드는 2020년 6월 1일부터 2021년 3월 31일까지 S&P 500 Price Index 손실의 처음 20%에 대한 완충장치를 제공하는 동시에 S&P 500 Price Index 의 수익률을 일치시키 고자한다. 이 펀드는 순자산의 80% 이상을 S&P 500 가격 수익률을 참조하는 FLExchange Options에 투자한다.
564,APRZ,TrueShares Structured Outcome (April) ETF,아멕스 증권거래소,이 펀드는 2021년 4월 1일부터 2022년 3월 31일까지 S&P 500 Price Index 손실의 최초 8%에서 12%에 대한 완충 기능을 제공하는 동시에 S&P 500 Price Index를 추적하는 수익률을 제공하고자 한다. 이 펀드는 모든 자산을 500 Price Index를 참조하는 FLexible EXchange Options에 투자한다.
571,APUE,ActivePassive US Equity ETF,아멕스 증권거래소,이 펀드는 장기적인 자본 가치 상승을 추구한다. 일반적인 시장 조건에서 펀드는 순자산의 최소 80%를 Benchmark Index에 포함된 미국 기업의 주식 증권에 투자한다. 이 지수는 광범위한 미국 주식 시장을 포괄하고 다양한 거래소에서 거래되는 증권을 포함한다.
587,AQWA,Global X Clean Water ETF,나스닥 증권거래소,이 펀드는Solactive Global Clean Water Industry Index의 가격과 수익률에 부합하는 투자 결과를 제공하고자 한다. 이 기초 지수는 깨끗한 물 공급 사업 운영을 하고 있는 기업들에게 노출을 제공하기 위해 고안되었다.
591,ARB,AltShares Merger Arbitrage ETF,아멕스 증권거래소,본 펀드는 Water Island Merger Arbitrage USD Hedged Index의 성과에 상응하는 투자 결과를 제공하고자 하며 글로벌 합병 차익거래 전략을 반영하도록 설계된 기본지수의 구성종목에 순자산의 최소 80%를 투자한다.
603,ARB,AltShares Merger Arbitrage ETF,아멕스 증권거래소,본 펀드는 Water Island Merger Arbitrage USD Hedged Index의 성과에 상응하는 투자 결과를 제공하고자 하며 글로벌 합병 차익거래 전략을 반영하도록 설계된 기본지수의 구성종목에 순자산의 최소 80%를 투자한다.
617,ARGT,Global X MSCI Argentina ETF,아멕스 증권거래소,이 펀드는 MSCI All Argentina 25/50 Index의 가격과 수익률에 일반적으로 해당하는 투자 결과를 제공하고자 합니다. 기초 지수는 MSCI, Inc.에서 정의한 최소 수의 구성 요소를 포함하는 동시에 광범위한 아르헨티나 주식 시장의 성과를 나타내도록 설계되었습니다.
625,ARKF,Ark Fintech Innovation ETF,아멕스 증권거래소,이 펀드는 자본의 장기적인 성장을 추구합니다. 이 펀드는 금융부문의 업무방식을 바꾸는 금융기술혁신이라는 펀드의 투자 테마에 참여하며, 기업의 국내외 지분증권에 투자하게 됩니다.
627,ARKK,ARK Innovation ETF,아멕스 증권거래소,이 펀드는 자본의 장기적인 성장을 추구합니다. 이 펀드는 정상적인 상황에서 주로 (자산액의 65% 이상이) 파괴적 혁신이라는 펀드 투자 테마와 관련된 기업의 국내외 지분증권에 투자하는 적극적 관리형 환매형 펀드입니다.
629,ARKQ,ARK Autonomous Technology & Robotics ETF,아멕스 증권거래소,이 펀드는 자본의 장기적인 성장을 추구합니다. 이 펀드는 주로 산업 혁신이라는 펀드 투자 테마와 관련된 기업의 국내외 지분 증권에 투자할 예정입니다. 이 펀드는 산업과 정보기술 분야의 산업 집단에서 발행자들에게 집중될 것입니다.
631,ARKW,ARK Next Generation Internet ETF,아멕스 증권거래소,이 펀드는 자본의 장기적인 성장을 추구합니다. 이 펀드는 주로 웹 x.0의 펀드 투자 테마와 관련된 기업의 국내외 지분 증권에 투자할 예정입니다. 이 펀드는 인터넷 정보 제공업체에서 주요 사업 활동을 하는 발행업체들에 집중될 것입니다.
632,ARKX,ARK Space Exploration & Innovation ETF,아멕스 증권거래소,이 펀드는 자본의 장기적인 성장을 추구한다. 이 펀드는 투자 테마인 우주탐사와 혁신에 참여하는 기업의 국내외 지분증권에 투자한다. 여기에서 우주 탐사 관련 회사란 우주에서 사용되는 제품 및/또는 서비스를 출시하거나 개발하는 회사이다.
638,ARMR,Armor US Equity Index ETF,아멕스 증권거래소,본 펀드는 일반적으로 Armor US Equity Index의 총 수익률에 상응하는 투자 결과를 제공하려고 한다. 해당 지수는 세계산업분류기준에 의해 결정된 부문 중 하나에 포함되는 보통주의 실적을 추적하기 위한 것이다.
642,ARP,PMV Adaptive Risk Parity ETF,아멕스 증권거래소,이 펀드는 변동성이 낮고 전체 주식 시장과의 상관관계가 적은 상품을 통해 시세차익을 창출하고자 한다. 이 펀드는 광범위한 자산 동향을 활용하고자 하는 적극적으로 관리되는 ETF이다. 이 펀드의 어드바이저는 포트폴리오 구축에 사용되는 특성을 결정하기 위해 가격 동향을 적극적으로 모니터링한다.
657,ARVR,First Trust Indxx Metaverse ETF,나스닥 증권거래소,이 펀드는 일반적으로 Indxx Metaverse Index라고 불리는 지수의 가격과 수수료를 제외한 수익률에 해당하는 투자 결과를 추구한다. 일반적으로 이 펀드는 순자산의 적어도 80%를 지수를 구성하는 보통주와 예탁증권에 투자할 것이다.
676,ASEA,Global X FTSE Southeast Asia ETF,아멕스 증권거래소,이 펀드는 일반적으로 FTSE/ASEAN 40 지수의 가격 및 수익률에 해당하는 투자 결과를 제공하고자 합니다. 이 지수는 아세안 5개 지역에서 가장 크고 가장 유동적인 40개 기업의 실적을 추적합니다. 인도네시아, 필리핀, 싱가포르, 말레이시아, 태국입니다.
