i,코드,이름,
2558,DJCB,ETRACS Bloomberg Commodity Index Total Return ETN Series B Due 31 Oct 2039
2590,DM,데스크탑 메탈
2591,DMA,Destra Multi-Alternative Fund
2634,DOMA,도마 홀딩스
2722,DULL,MicroSectors Gold 3X Inverse Leveraged ETN due January 29 2043
2778,DZZ,DB Gold Double Short ETN Exp 15 Feb 2038
2816,ECAT,BlackRock ESG Capital Allocation Term Closed End Fund
2819,ECC PR D,이글 포인트 크레딧 컴퍼니 우선주 시리즈 D 6.75%
2821,ECCV,Eagle Point Credit Company 5 375 Notes due 2029
2845,EDI,Virtus Stone Harbor Emerging Markets Total Income
2886,EFC PR B,엘링턴 파이낸셜 우선주 시리즈 B 6.25%
2887,EFC PR C,엘링턴 파이낸셜 우선주 시리즈 C
2916,EGLE,이글 벌크 쉬핑
2963,ELTX,앤지온 바이오메디카
3066,EP PR C,엘파소 에너지 캐피탈 트러스트 우선주 4.750%
3090,EQBK,에퀴티 뱅크셰어스
3171,ESUS,USB ETRACS 2x Leveraged MSCI US ESG Focus TR ETN
3173,ET PR C,에너지 트랜스퍼 LP 우선주 시리즈 C
3174,ET PR D,에너지 트랜스퍼 LP 우선주 시리즈 D
3175,ET PR E,에너지 트랜스퍼 LP 우선주 시리즈 E
3220,EVG,Eaton Vance Short Duration Diversified Income Closed Fund
3341,FBGX,UBS AG FI Enhanced Large Cap Growth ETN
3379,FCRX,Crescent Capital BDC 5 00 Notes Due 2026
3426,FEDL,USB ETRACS 2x Leveraged IFED Invest with the Fed TR Index ETN
3512,FIEE,UBS FI Enhanced Europe 50 ETN Exp 12 Feb 2026
3513,FIF,First Trust Energy Infrastructure Closed Fund
3517,FIHD,UBS FI Enhanced Global High Yield ETN Exp 3 Mar 2026
3519,FINS,Angel Oak Financial Strategies Income Term Trust
3621,FLYD,MicroSectors Travel 3X Inverse Leveraged ETN
3622,FLYU,MicroSectors Travel 3X Leveraged ETN
3648,FMY,First Trust Mortgage Income Fund
3732,FRES,프레시2 그룹 ADR
3752,FRST,프리미스 파이낸셜
3764,FSCO,FS Credit Opportunities Corp.
3816,FTHY,First Trust High Yield Opportunities 2027 Term Closed End Fd
3989,GDXD,MicroSectors Gold Miners 3X Inverse Leveraged ETN
3991,GDXU,MicroSectors Gold Miners 3X Leveraged ETN
4059,GHI,Greystone Housing Impact Investors Units
4060,GHI,Greystone Housing Impact Investors Units
4071,GIA,긱캐피탈5
4087,GJH,스트라츠 트러스트 US 셀룰러 우선주 시리즈 2046-6 6.375%
4088,GJO,스트라츠 SM 트러스트 월마트 우선주 시리즈 2005-4
4089,GJP,스트라츠 SM 트러스트- 도미니언 리소시스 우선주
4090,GJR,스트라츠 트러스트 -프록터 앤 갬블 우선주 시리즈 2006-1
4091,GJR,스트라츠 트러스트 -프록터 앤 갬블 우선주 시리즈 2006-1
4092,GJT,스트라츠 트러스트 ABS - 올스테이트
4093,GJT,스트라츠 트러스트 ABS - 올스테이트
4197,GODNU,Golden Star Acquisition Units
4230,GPMT PR A,그래니트 포인트 모기지 우선주 시리즈 A
4231,GPMT PR A,그래니트 포인트 모기지 우선주 시리즈 A
4337,GTXAP,가렛 모션 우선주 시리즈 A
4339,GUG,Guggenheim Active Allocation CEF
4340,GUG,Guggenheim Active Allocation CEF
4432,HDLB,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN Series B
4477,HGLB,Highland Global Allocation Fund
4495,HIE,Miller/Howard High Income Equity Fund
4638,HTFC,Horizon Technology Finance Corporation 6 25 Notes due 2027
4639,HTFC,Horizon Technology Finance Corporation 6 25 Notes due 2027
4644,HTIBP,헬스케어 트러스트 우선주 시리즈 B 7.125%
4782,IBRX,이뮤니티바이오
4902,IHD,Voya Emerging Markets High Dividend Equity Fund
4903,IHD,Voya Emerging Markets High Dividend Equity Fund
4908,IHIT,Invesco High Income 2023 Target Term Fund
4909,IHIT,Invesco High Income 2023 Target Term Fund
4912,IHTA,Invesco High Income 2024 Target Term Mutual Fund
4913,IHTA,Invesco High Income 2024 Target Term Mutual Fund
5054,INVZ,이노비즈 테크놀로지스
5055,INVZ,이노비즈 테크놀로지스
5092,IPXXU,Inflection Point Acquisition II Units
5133,ISD,PGIM High Yield Bond Fund
5162,ITCL,방코 이타우 칠레 ADR
5163,ITCL,방코 이타우 칠레 ADR
5217,IWFL,ETRACS 2x Leveraged US Growth Factor TR ETN
5219,IWFL,ETRACS 2x Leveraged US Growth Factor TR ETN
5222,IWML,ETRACS 2x Leveraged US Size Factor TR ETN
5223,IWML,ETRACS 2x Leveraged US Size Factor TR ETN
5279,JBK,골드만삭스 캐피탈 I 우선주 리먼 3.50%
5391,JSD,Nuveen Short Duration Credit Opportunities Fund
5392,JSD,Nuveen Short Duration Credit Opportunities Fund
5485,KEY PR L,키코프 우선주
5606,KTN,스트럭처 프로덕츠 우선주 8.205%
5752,LHC.U,Leo Holdings Ii Units
5753,LHC.U,Leo Holdings Ii Units
5766,LILM,릴리움
5804,LNC PR D,링컨 내셔널 우선주 9.00%
5805,LNC PR D,링컨 내셔널 우선주 9.00%
5815,LOB,라이브 오크 뱅크 셰어즈
6034,MCOM,마이크로모빌리티닷컴
6035,MCOM,마이크로모빌리티닷컴
6037,MCOM,마이크로모빌리티닷컴
6320,MPTI,M-트론 인더스트리스
6321,MPTI,M-트론 인더스트리스
6419,MTUL,ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN
6420,MTUL,ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN
6421,MTUL,ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN
6448,MVRL,ETRACS Monthly Pay 1.5X Leveraged Mortgage REIT ETN
6450,MVRL,ETRACS Monthly Pay 1.5X Leveraged Mortgage REIT ETN
6458,MXF,Mexico Closed Fund
6521,NBXG,Neuberger Berman Next Generation Connectivity Fund
6572,NETI,에네티
6573,NETI,에네티
6614,NHS RT,Neuberger Berman High Yield Strategies Fund Rights Exp 21st June 2023
6656,NMAI,Nuveen Multi-Asset Income Fund
6710,NPFD,Nuveen Variable Rate Preferred Income Closed End Fund
6711,NPFD,Nuveen Variable Rate Preferred Income Closed End Fund
6722,NRDY,너디
6754,NSS,NuStar Logistics 7.625% Fixed To Floating Rate Subordinated Notes Exp 15 Jan
6755,NSS,NuStar Logistics 7.625% Fixed To Floating Rate Subordinated Notes Exp 15 Jan
6841,NVNO,엔베노 메디컬
6842,NVNO,엔베노 메디컬
6954,OCX,온코사이트
6955,OCX,온코사이트
7063,OPP PR A,리버노스/더블라인 스트래테직 오퍼튜니티 펀드 우선주 4.375%
7064,OPP PR A,리버노스/더블라인 스트래테직 오퍼튜니티 펀드 우선주 4.375%
7151,OXSQR,Oxford Square Capital Rights Exp 14 June 2023
7153,OXSQR,Oxford Square Capital Rights Exp 14 June 2023
7156,OZ,Belpointe PREP Units Class A
7285,PDO,PIMCO Dynamic Income Opportunities Fund
7337,PFFL,UBS ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN
7338,PFFL,UBS ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN
7339,PFFL,UBS ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN
7384,PGZ,Principal Real Estate Income Fund
7385,PGZ,Principal Real Estate Income Fund
7578,PRE PR J,파트너리 우선주 시리즈 J 4.875%
7594,PRIF PR K,프라이어리티 인컴 펀드 우선주 시리즈 K 7.000%
7595,PRIF PR K,프라이어리티 인컴 펀드 우선주 시리즈 K 7.000%
7608,PROC,프로캡스 그룹
7646,PSA PR S,퍼블릭 스토리지 우선주 시리즈 S 4.1%
7679,PSLV,Sprott Physical Silver Trust USD
7680,PSLV,Sprott Physical Silver Trust USD
7782,PYPE,UBS ETRACS NYSE Pickens Core Midstream Index ETN Exp 20th Aug 2048
7783,PYPE,UBS ETRACS NYSE Pickens Core Midstream Index ETN Exp 20th Aug 2048
7888,QULL,ETRACS 2x Leveraged MSCI US Quality Factor TR ETN
7889,QULL,ETRACS 2x Leveraged MSCI US Quality Factor TR ETN
7905,RA,Brookfield Real Assets Income Closed Fund
7906,RA,Brookfield Real Assets Income Closed Fund
8008,REPX,라일리 익스플로레이션 퍼미안
8010,REPX,라일리 익스플로레이션 퍼미안
8012,REPX,라일리 익스플로레이션 퍼미안
8049,RFMZ,RiverNorth Flexible Municipal Income Fund II Inc.
8221,RSF,RiverNorth Capital and Income Fund
8273,RWAYL,Runway Growth Finance 7 50 Notes due 28th July 2027
8274,RWAYZ,Runway Growth Finance 8 00 Notes due 31st Dec 2027
8276,RWAYZ,Runway Growth Finance 8 00 Notes due 31st Dec 2027
8277,RWAYZ,Runway Growth Finance 8 00 Notes due 31st Dec 2027
8363,SAZ,Saratoga Investment 8 50 Notes due 2028
8371,SBET,샤프링크 게이밍
8397,SCCC,Sachem Capital 7 75 Notes due 2025
8398,SCCE,Sachem Capital 6 00 Notes due 2027
8400,SCCE,Sachem Capital 6 00 Notes due 2027
8402,SCCE,Sachem Capital 6 00 Notes due 2027
8403,SCDL,ETRACS 2x Leveraged US Dividend Factor TR ETN
8404,SCE PR G,ETRACS 2x Leveraged US Dividend Factor TR ETN
8405,SCE PR G,SCE 트러스트 II 우선주 시리즈 G 5.1%
8406,SCE PR J,SCE 트러스트 IV 우선주 시리즈 J 5.375%
8407,SCE PR J,SCE 트러스트 IV 우선주 시리즈 J 5.375%
8408,SCE PR L,SCE 트러스트 VI 우선주 시리즈 VI 5%
8410,SCE PR L,SCE 트러스트 VI 우선주 시리즈 VI 5%
8468,SDHY,PGIM Short Duration High Yield Opportunities Fund
8514,SEPA,SEP 애퀴지션
8516,SEPA,SEP 애퀴지션
8522,SEVN,세븐 힐즈 리얼티 트러스트
8530,SFE,세이프가드 사이언티픽스
8587,SHNY,MicroSectors Gold 3X Leveraged ETN due January 29 2043
8589,SHO PR H,선스톤 호텔 인베스터스 우선주 시리즈 H 6.125%
8590,SHO PR I,선스톤 호텔 인베스터스 우선주 시리즈 I 5.70%
8635,SISI,신에코
8636,SISI,신에코
8710,SLVO,Credit Suisse X Links Silver Shares Covered Call ETN Exp 21 Apr 2033
8734,SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN Series B
8738,SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN Series B
8739,SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN Series B
8741,SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN Series B
8794,SNT,센스타 테크놀로지스
8998,SSU,시나 스포츠 유나이티드
9017,STEW,SRH Total Return Fund, Inc
9192,TBLD,Thornburg Income Builder Opportunities Trust
9290,TFSA,Terra Income Fund VI 7.00% Notes due 2026
9435,TORO,토로
9437,TORO,토로
9461,TPTA,Terra Property Trust 6.00% Notes due 2026
9462,TPTA,Terra Property Trust 6.00% Notes due 2026
9481,TRINL,Trinity Capital 7 00 Notes Due 16th Jan 2025
9565,TTP,Tortoise Pipeline & Energy Fund Inc
9567,TTP,Tortoise Pipeline & Energy Fund Inc
9608,TXO,TXO Partners Units
9610,TXO,TXO Partners Units
9616,TYGO,티고 에너지
9652,UCIB,UBS ETRACS Bloomberg Constant Maturity Commodity Index CMCI TR ETN Series B
9808,USOI,Credit Suisse X Links Crude Oil Shares Covered Call ETN Exp 24th Apr 2037
9893,VCIF,Vertical Capital Income Fund
9946,VGI,Virtus Global Multi-Sector Income
10194,WBX,월박스
10231,WFC PR A,웰스파고 우선주 시리즈 AA 4.7%
10232,WFC PR C,웰스파고 우선주 시리즈 CC 4.375%
10234,WFC PR C,웰스파고 우선주 시리즈 CC 4.375%
10354,WTID,MicroSectors Energy 3X Inverse Leveraged Notes due January 29 2043
10355,WTIU,MicroSectors Energy 3X Leveraged Notes due January 29 2043
10356,WTIU,MicroSectors Energy 3X Leveraged Notes due January 29 2043
10358,WTIU,MicroSectors Energy 3X Leveraged Notes due January 29 2043
10359,WTIU,MicroSectors Energy 3X Leveraged Notes due January 29 2043
10369,WUCT,ETRACS Whitney US Critical Technologies Index ETN
10370,WUCT,ETRACS Whitney US Critical Technologies Index ETN
10381,WWR,웨스트워터 리소시스
10384,WWR,웨스트워터 리소시스
10575,YS,YS 바이오파머
10588,ZAPP,잽 일렉트릭 비이클스 그룹 Class A
10643,ZYME,자임웍스
