i,이름, 코드, 거래소, koscom_day, naver_day
2104,프랭클린 와이어리스,FKWL.O,나스닥 증권거래소,20230331,20230331
2105,풋락커,FL,뉴욕 거래소,20230429,20230429
2106,퍼스트 라이트 애퀴지션 그룹,FLAG.K,아멕스 증권거래소,20230331,20230331
2107,플렉스,FLEX.O,나스닥 증권거래소,20230331,20230331
2109,플로라 그로스,FLGC.O,나스닥 증권거래소,20230331,20230331
2110,펄젠트 제네틱스,FLGT.O,나스닥 증권거래소,20230331,20230331
2111,퍼스트 오브 롱 아일랜드,FLIC.O,나스닥 증권거래소,20230331,20230331
2112,FLJ 그룹 ADR,FLJ.O,나스닥 증권거래소,20220930,20220930
2113,풀 하우스 리조트,FLL.O,나스닥 증권거래소,20230331,20230331
2114,플래임 애퀴지션,FLME.K,뉴욕 거래소,20230331,20230331
2115,플루언스 에너지,FLNC.O,나스닥 증권거래소,20230331,20230331
2116,플렉스 LNG,FLNG.OL,뉴욕 거래소,20230331,20230331
2117,플루언트,FLNT.O,나스닥 증권거래소,20230331,20230331
2118,플라워스 푸드,FLO,뉴욕 거래소,20230422,20230422
2119,플루오르,FLR,뉴욕 거래소,20230331,20230331
2120,플로우서브,FLS,뉴욕 거래소,20230331,20230331
2121,플리트코어 테크놀로지스,FLT,뉴욕 거래소,20230331,20230331
2122,플럭스 파워 홀딩스,FLUX.O,나스닥 증권거래소,20230331,20230331
2123,1-800 플라워스닷컴,FLWS.O,나스닥 증권거래소,20230402,20230402
2124,플렉스스틸 인더스트리스,FLXS.O,나스닥 증권거래소,20230331,20230331
2125,플라이와이어,FLYW.O,나스닥 증권거래소,20230331,20230331
2126,파머스 & 머천츠 뱅코프,FMAO.O,나스닥 증권거래소,20230331,20230331
2127,퍼스트미드 뱅크셰어스,FMBH.O,나스닥 증권거래소,20230331,20230331
2128,FMC,FMC,뉴욕 거래소,20230331,20230331
2129,포럼 머저 IV,FMIV.O,나스닥 증권거래소,20230331,20230331
2130,파머스 내셔널 뱅크,FMNB.O,나스닥 증권거래소,20230331,20230331
2131,프레제니우스 메디칼 케어 ADR,FMS,뉴욕 거래소,20230331,20230331
2132,포멘토 에코노미코 멕시카노 ADR,FMX,뉴욕 거래소,20230331,20230331
2133,패브리넷,FN,뉴욕 거래소,20230331,20230331
2134,파라곤 28,FNA,뉴욕 거래소,20230331,20230331
2135,FNB,FNB,뉴욕 거래소,20230331,20230331
2136,FNCB 뱅코프,FNCB.O,나스닥 증권거래소,20230331,20230331
2137,핀크 테라퓨틱스 그룹,FNCH.O,나스닥 증권거래소,20230331,20230331
2138,플로어 & 데코 홀딩스,FND,뉴욕 거래소,20230330,20230330
2139,피델리티 내셔널 파이낸셜,FNF,뉴욕 거래소,20230331,20230331
2140,핑거모션,FNGR.O,나스닥 증권거래소,20230228,20230228
2141,펀코,FNKO.O,나스닥 증권거래소,20230331,20230331
2142,퍼스트 뱅코프,FNLC.O,나스닥 증권거래소,20230331,20230331
2143,프랑코-네바다,FNV.TO,뉴욕 거래소,20230331,20230331
2144,핀노베이트 애퀴지션,FNVT.O,나스닥 증권거래소,20230331,20230331
2145,퍼스트 노스웨스트 뱅코프,FNWB.O,나스닥 증권거래소,20230331,20230331
2146,핀워드 뱅코프,FNWD.O,나스닥 증권거래소,20230331,20230331
2147,파이낸스 오브 아메리카 컴퍼니스,FOA,뉴욕 거래소,20230331,20230331
2148,포커스 파이낸셜 파트너스,FOCS.O,나스닥 증권거래소,20230331,20230331
2149,아미쿠스 테라퓨틱스,FOLD.O,나스닥 증권거래소,20230331,20230331
2150,포나,FONR.O,나스닥 증권거래소,20230331,20230331
2151,포레스타 그룹,FOR,뉴욕 거래소,20230331,20230331
2152,포리안,FORA.O,나스닥 증권거래소,20230331,20230331
2153,포워드 인더스트리스,FORD.O,나스닥 증권거래소,20230331,20230331
2154,포지락,FORG.K,뉴욕 거래소,20230331,20230331
2155,포 리프 애퀴지션,FORL.O,나스닥 증권거래소,20221231,20221231
2156,폼팩터,FORM.O,나스닥 증권거래소,20230401,20230401
2157,포레스터 리서치,FORR.O,나스닥 증권거래소,20230331,20230331
2158,포뮬러 시스템즈 1985 ADR,FORTY.O,나스닥 증권거래소,20230331,20230331
2159,파슬 그룹,FOSL.O,나스닥 증권거래소,20230401,20230401
2160,쉬프트4 페이먼트,FOUR.K,뉴욕 거래소,20230331,20230331
2161,폭스 Class A,FOXA.O,나스닥 증권거래소,20230331,20230331
2162,폭스 팩토리 홀딩,FOXF.O,나스닥 증권거래소,20230331,20230331
2163,폭소 테크놀로지스,FOXO.K,아멕스 증권거래소,20230331,20230331
2164,플렉스쇼퍼,FPAY.O,나스닥 증권거래소,20230331,20230331
2165,First Trust Intermediate Duration Preferred & Inc,FPF,뉴욕 거래소,20221031,20221031
2166,파이브 포인트 홀딩스,FPH,뉴욕 거래소,20230331,20230331
2167,팜랜드 파트너스,FPI,뉴욕 거래소,20230331,20230331
2168,First Trust New Opportunities MLP & Energy Fund,FPL,뉴욕 거래소,20221031,20221031
2169,퍼스트 인더스트리얼 리얼티 트러스트,FR,뉴욕 거래소,20230331,20230331
2170,퍼스트 인더스트리얼 리얼티 트러스트,FR.TO,뉴욕 거래소,20230331,20230331
2171,BlackRock Floating Rate Income Strategies Fund,FRA,뉴욕 거래소,20221231,20221231
2172,프랭클린 파이낸셜 서비스,FRAF.O,나스닥 증권거래소,20230331,20230331
2173,퍼스트 뱅크 (해밀턴),FRBA.O,나스닥 증권거래소,20230331,20230331
2174,리퍼블릭 퍼스트 뱅코프,FRBK.O,나스닥 증권거래소,20230331,20230331
2175,포비온 유로피안 애퀴지션,FRBN.O,나스닥 증권거래소,20230331,20230331
2176,프리드먼 인더스트리스,FRD,아멕스 증권거래소,20221231,20221231
2177,홀 얼스 브랜드,FREE.O,나스닥 증권거래소,20230331,20230331
2178,프리퀀시 테라퓨틱스,FREQ.O,나스닥 증권거래소,20230331,20230331
2180,프레이어 배터리,FREY.K,뉴욕 거래소,20230331,20230331
2181,프랜차이즈 그룹,FRG.O,나스닥 증권거래소,20230401,20230401
2182,포지 글로벌 홀딩스,FRGE.K,뉴욕 거래소,20230331,20230331
2183,피에스타 레스토랑 그룹,FRGI.O,나스닥 증권거래소,20230402,20230402
2184,프라이트 테크놀로지스,FRGT.O,나스닥 증권거래소,20221231,20221231
2185,프리덤 홀딩,FRHC.O,나스닥 증권거래소,20221231,20221231
2186,포춘 라이즈 애퀴지션,FRLA.O,나스닥 증권거래소,20230331,20230331
2187,프리라인 테라퓨틱스 홀딩스 ADR,FRLN.O,나스닥 증권거래소,20230331,20230331
2188,퍼스트 머천트,FRME.O,나스닥 증권거래소,20230331,20230331
2189,프론트라인,FRO,뉴욕 거래소,20230331,20230331
2190,제이프로그,FROG.O,나스닥 증권거래소,20230331,20230331
2191,FRP 홀딩스,FRPH.O,나스닥 증권거래소,20230331,20230331
2192,프레시펫,FRPT.O,나스닥 증권거래소,20230331,20230331
2193,프레시웍스,FRSH.O,나스닥 증권거래소,20230331,20230331
2194,프리미스 파이낸셜,FRST.O,나스닥 증권거래소,20230331,20230331
2195,페더럴 리얼티 인베스트먼트 트러스트,FRT,뉴욕 거래소,20230331,20230331
2196,프레시 트랙스 테라퓨틱스,FRTX.O,나스닥 증권거래소,20230331,20230331
2197,포레스트 레드 애퀴지션 II,FRXB.K,뉴욕 거래소,20230331,20230331
2198,포르자 X1,FRZA.O,나스닥 증권거래소,20230331,20230331
2199,파이브 스타 뱅코프,FSBC.O,나스닥 증권거래소,20230331,20230331
2200,FS 뱅코프,FSBW.O,나스닥 증권거래소,20230331,20230331
2202,퍼스트 시코스트 뱅코프,FSEA.O,나스닥 증권거래소,20230331,20230331
2203,퍼스트 세이빙스 파이낸셜 그룹,FSFG.O,나스닥 증권거래소,20230331,20230331
2205,플렉서블 솔루션스 인터내셔널,FSI,아멕스 증권거래소,20230331,20230331
2206,FS KKR 캐피탈,FSK,뉴욕 거래소,20230331,20230331
2207,퍼스트 솔라,FSLR.O,나스닥 증권거래소,20230331,20230331
2208,패스틀리,FSLY.K,뉴욕 거래소,20230331,20230331
2209,퓨전 애퀴지션 II,FSNB.K,뉴욕 거래소,20220930,20220930
2210,프랭클린 스트리트 프로퍼티스,FSP,아멕스 증권거래소,20230331,20230331
2211,피스커,FSR,뉴욕 거래소,20230331,20230331
2212,핀서브 애퀴지션 II,FSRX.O,나스닥 증권거래소,20230331,20230331
2213,페더럴 시그널,FSS,뉴욕 거래소,20230331,20230331
2214,L B 포스터,FSTR.O,나스닥 증권거래소,20230331,20230331
2215,퍼스트서비스,FSV.TO,나스닥 증권거래소,20230331,20230331
2216,Franklin Universal Closed Fund,FT,뉴욕 거래소,20230228,20230228
2217,파페치,FTCH.K,뉴욕 거래소,20230331,20230331
2218,FTC 솔라,FTCI.O,나스닥 증권거래소,20230331,20230331
2219,프론트도어,FTDR.O,나스닥 증권거래소,20230331,20230331
2220,퓨얼 테크,FTEK.O,나스닥 증권거래소,20230331,20230331
2221,Franklin Limited Duration Income Trust,FTF,아멕스 증권거래소,20221231,20221231
2222,퓨처 핀테크 그룹,FTFT.O,나스닥 증권거래소,20230331,20230331
2223,패섬 홀딩스,FTHM.O,나스닥 증권거래소,20230331,20230331
2224,First Trust High Yield Opportunities 2027 Term Closed End Fd,FTHY.K,뉴욕 거래소,20220531,20220531
2225,테크닙FMC,FTI,뉴욕 거래소,20230331,20230331
2226,퓨처테크 II 애퀴지션,FTII.O,나스닥 증권거래소,20230331,20230331
2227,플로텍 인더스트리스,FTK,뉴욕 거래소,20230331,20230331
2228,포티넷,FTNT.O,나스닥 증권거래소,20230331,20230331
2229,포르티스,FTS.TO,뉴욕 거래소,20230331,20230331
2230,포티브,FTV,뉴욕 거래소,20230331,20230331
2231,푸보티비,FUBO.K,뉴욕 거래소,20230331,20230331
2232,H.B. 풀러 컴퍼니,FUL,뉴욕 거래소,20230304,20230304
2233,풀크럼 테라퓨틱스,FULC.O,나스닥 증권거래소,20230331,20230331
2234,풀턴 파이낸셜,FULT.O,나스닥 증권거래소,20230331,20230331
2235,Cedar Fair Units,FUN,뉴욕 거래소,20230326,20230326
2236,퍼스트 유나이티드,FUNC.O,나스닥 증권거래소,20230331,20230331
2237,Sprott Focus Trust Closed End Fund,FUND.O,나스닥 증권거래소,20221231,20221231
2238,퓨리 골드 마인스,FURY.TO,아멕스 증권거래소,20230331,20230331
2239,퍼스트 US 뱅크쉐어스,FUSB.O,나스닥 증권거래소,20230331,20230331
2240,퓨전 파마슈티컬,FUSN.O,나스닥 증권거래소,20230331,20230331
2241,푸투 홀딩스 ADR,FUTU.O,나스닥 증권거래소,20230331,20230331
2242,아키모토,FUV.O,나스닥 증권거래소,20230331,20230331
2243,FVC뱅크코프,FVCB.O,나스닥 증권거래소,20230331,20230331
2244,BAF Viet Nam Agriculture JSC,FVI.TO,호치민 거래소,20230331,20230331
2245,파이버 인터내셔널,FVRR.K,뉴욕 거래소,20230331,20230331
2246,피프스 월 애퀴지션 III,FWAC.O,나스닥 증권거래소,20230331,20230331
2247,퍼스트 웨이브 바이오파마,FWBI.O,나스닥 증권거래소,20230331,20230331
2248,리버티 미디어 포뮬러 원 시리즈 A,FWONA.O,나스닥 증권거래소,20230331,20230331
2249,포워드 에어,FWRD.O,나스닥 증권거래소,20230331,20230331
2250,퍼스트 와치 레스토랑 그룹,FWRG.O,나스닥 증권거래소,20230326,20230326
2251,파이낸셜 스트레터지스 애퀴지션,FXCO.O,나스닥 증권거래소,20220930,20220930
2252,F45 트레이닝 홀딩스,FXLV.K,뉴욕 거래소,20220930,20220930
2253,퍼스트 내셔널,FXNC.O,나스닥 증권거래소,20230331,20230331
2254,프론티어 커뮤니케이션 패런트,FYBR.O,나스닥 증권거래소,20230331,20230331
2255,패스트 애퀴지션 II,FZT,뉴욕 거래소,20230331,20230331
2256,젠팩트,G,뉴욕 거래소,20230331,20230331
2257,저먼 아메리칸 뱅코프,GABC.O,나스닥 증권거래소,20230331,20230331
2258,가이아,GAIA.O,나스닥 증권거래소,20230331,20230331
2259,글래드스톤 인베스트먼트,GAIN.O,나스닥 증권거래소,20230331,20230331
2260,갈렉틴 테라퓨틱스,GALT.O,나스닥 증권거래소,20230331,20230331
2261,갬블링닷컴 그룹,GAMB.O,나스닥 증권거래소,20230331,20230331
2262,골든 애로우 머저,GAMC.O,나스닥 증권거래소,20230331,20230331
2263,게임스퀘어 홀딩스,GAME.V,나스닥 증권거래소,20230228,20230228
2264,갠,GAN.O,나스닥 증권거래소,20230331,20230331
2265,게인 테라퓨틱스,GANX.O,나스닥 증권거래소,20230331,20230331
2266,제네레이션 아시아 I 애퀴지션,GAQ,뉴욕 거래소,20230331,20230331
2267,스텔스가스,GASS.O,나스닥 증권거래소,20230331,20230331
2268,마블게이트 애퀴지션,GATE.O,나스닥 증권거래소,20230331,20230331
2270,GATX,GATX.K,뉴욕 거래소,20230331,20230331
2271,갈리아노 골드,GAU,아멕스 증권거래소,20230331,20230331
2272,글로벌 블루 그룹 홀딩,GB,뉴욕 거래소,20221231,20221231
2273,글로벌 블록체인 애퀴지션,GBBK.O,나스닥 증권거래소,20230331,20230331
2274,글래시어 뱅코프,GBCI.K,뉴욕 거래소,20230331,20230331
2275,골럽 캐피탈 BDC,GBDC.O,나스닥 증권거래소,20230331,20230331
2276,제너레이션 바이오,GBIO.O,나스닥 증권거래소,20230331,20230331
2277,글로벌 인뎀니티 그룹,GBLI.K,뉴욕 거래소,20230331,20230331
2278,그린브룩 TMS,GBNH.O,나스닥 증권거래소,20230331,20230331
2279,제너레이션스 뱅코프 NY,GBNY.O,나스닥 증권거래소,20230331,20230331
2280,뉴 컨셉 에너지,GBR,아멕스 증권거래소,20230331,20230331
2281,글로벌 비지니스 트래블 그룹,GBTG.K,뉴욕 거래소,20230331,20230331
2282,그린브라이어,GBX,뉴욕 거래소,20230228,20230228
2283,그린 카운티 뱅코프,GCBC.O,나스닥 증권거래소,20230331,20230331
2284,가네트,GCI,뉴욕 거래소,20230331,20230331
2285,GCM 그로스브너,GCMG.O,나스닥 증권거래소,20230331,20230331
2286,제네스코,GCO,뉴욕 거래소,20230429,20230429
2287,기가클라우드 테크놀로지,GCT.O,나스닥 증권거래소,20230331,20230331
2288,글루코 트랙,GCTK.O,나스닥 증권거래소,20230331,20230331
2289,제너럴 다이내믹스,GD,뉴욕 거래소,20230402,20230402
2290,GD 컬처 그룹,GDC.O,나스닥 증권거래소,20230331,20230331
2291,고대디,GDDY.K,뉴욕 거래소,20230331,20230331
2292,골든 엔터테인먼트,GDEN.O,나스닥 증권거래소,20230331,20230331
2293,넥스터스,GDEV.O,나스닥 증권거래소,20220930,20220930
2294,골든 헤븐 그룹 홀딩스,GDHG.O,나스닥 증권거래소,20220930,20220930
2296,가디너 헬스케어 애퀴지션,GDNR.O,나스닥 증권거래소,20221231,20221231
2297,그린 닷,GDOT.K,뉴욕 거래소,20230331,20230331
2298,굿알엑스 홀딩스,GDRX.O,나스닥 증권거래소,20230331,20230331
2299,GDS 홀딩스 ADR,GDS.O,나스닥 증권거래소,20230331,20230331
2300,골든스톤 애퀴지션,GDST.O,나스닥 증권거래소,20221231,20221231
2301,싸이토메드 테라퓨틱스,GDTC.O,나스닥 증권거래소,20221231,20221231
2303,그리드 다이나믹 홀딩스,GDYN.O,나스닥 증권거래소,20230331,20230331
2304,제너럴 일렉트릭,GE,뉴욕 거래소,20230331,20230331
2305,그레이트 엘름 캐피털,GECC.O,나스닥 증권거래소,20230331,20230331
2306,그라이프 Class A,GEF,뉴욕 거래소,20230430,20230430
2307,그레이트 엘름 그룹,GEG.O,나스닥 증권거래소,20230331,20230331
2308,GE 헬스케어 테크놀로지스,GEHC.O,나스닥 증권거래소,20230331,20230331
2309,그라비타스 에듀케이션 홀딩스 ADR,GEHI.K,뉴욕 거래소,20221231,20221231
2310,Genesis Energy Units Class A,GEL,뉴욕 거래소,20230331,20230331
2312,젠 디지털,GEN.O,나스닥 증권거래소,20230331,20230331
2313,젠코 인더스트리스,GENC.K,아멕스 증권거래소,20230331,20230331
2314,제네틱 테크놀로지스 ADR,GENE.O,나스닥 증권거래소,20221231,20221231
2315,지니어스 스포츠,GENI.K,뉴욕 거래소,20230331,20230331
2316,제네시스 유니콘 캐피탈,GENQ.O,나스닥 증권거래소,20230331,20230331
2317,지오 그룹,GEO,뉴욕 거래소,20230331,20230331
2318,지오스페이스 테크놀로지스,GEOS.O,나스닥 증권거래소,20230331,20230331
2319,Goldman Sachs MLP and Energy Renaissance Fund,GER,뉴욕 거래소,20221130,20221130
2320,제론,GERN.O,나스닥 증권거래소,20230331,20230331
2321,게스,GES,뉴욕 거래소,20230429,20230429
2323,게티 이미지스 홀딩스,GETY.K,뉴욕 거래소,20230331,20230331
2324,제보,GEVO.O,나스닥 증권거래소,20230331,20230331
2325,가드포스 AI,GFAI.O,나스닥 증권거래소,20221231,20221231
2327,그리폰,GFF,뉴욕 거래소,20230331,20230331
2328,그로스 포 굿 애퀴지션,GFGD.O,나스닥 증권거래소,20230331,20230331
2329,골드 필즈 ADR,GFI,뉴욕 거래소,20221231,20221231
2330,GFL 인바이런먼털,GFL.TO,뉴욕 거래소,20230331,20230331
2331,그라프 애퀴지션 IV,GFOR.K,뉴욕 거래소,20230331,20230331
2332,글로벌파운드리,GFS.O,나스닥 증권거래소,20230331,20230331
2333,골든 팔콘 애퀴지션,GFX,뉴욕 거래소,20230331,20230331
2334,제네시스 그로스 테크 애퀴지션,GGAA.O,나스닥 증권거래소,20220930,20220930
2336,제르다우 ADR,GGB,뉴욕 거래소,20230331,20230331
2337,그린 자이언트,GGE.O,나스닥 증권거래소,20230331,20230331
2338,그라코,GGG,뉴욕 거래소,20230331,20230331
2339,고고로,GGR.O,나스닥 증권거래소,20230331,20230331
2340,Gabelli Global Small and Mid Cap Value Closed Fund,GGZ,뉴욕 거래소,20221231,20221231
2341,가단트 헬스,GH.O,나스닥 증권거래소,20230331,20230331
2342,그레이엄 홀딩스,GHC,뉴욕 거래소,20230331,20230331
2343,그린트리 호스피탈리티 그룹 ADR,GHG,뉴욕 거래소,20221231,20221231
2344,Greystone Housing Impact Investors Units,GHI,뉴욕 거래소,20230331,20230331
2345,고어스 홀딩스 IX,GHIX.O,나스닥 증권거래소,20230331,20230331
2346,그린힐,GHL,뉴욕 거래소,20230331,20230331
2347,길드 홀딩스,GHLD.K,뉴욕 거래소,20230331,20230331
2348,그레이엄,GHM,뉴욕 거래소,20230331,20230331
2349,GH 리서치,GHRS.O,나스닥 증권거래소,20230331,20230331
2350,가디언 헬스 사이언스,GHSI.O,나스닥 증권거래소,20230331,20230331
2351,PGIM Global High Yield Fund,GHY,뉴욕 거래소,20230131,20230131
2352,긱캐피탈5,GIA.O,나스닥 증권거래소,20230331,20230331
2353,CGI,GIB,뉴욕 거래소,20230331,20230331
2354,글로벌 인더스트리얼,GIC,뉴욕 거래소,20230331,20230331
2355,걸프 아일랜드 패브리케이션,GIFI.O,나스닥 증권거래소,20230331,20230331
2356,기가 미디어,GIGM.O,나스닥 증권거래소,20230331,20230331
2357,G-III 어패럴 그룹,GIII.O,나스닥 증권거래소,20230430,20230430
2358,질단 액티브웨어,GIL,뉴욕 거래소,20230402,20230402
2359,길리어드 사이언스,GILD.O,나스닥 증권거래소,20230331,20230331
2360,길라트 새털라이트 네트웍스,GILT.O,나스닥 증권거래소,20230331,20230331
2361,Templeton Global Income Fund,GIM,뉴욕 거래소,20221231,20221231
2362,제네레이션 인컴 프로퍼티스,GIPR.O,나스닥 증권거래소,20230331,20230331
2363,제너럴 밀즈,GIS,뉴욕 거래소,20230226,20230226
2364,글라우코스,GKOS.K,뉴욕 거래소,20230331,20230331
2365,글로브 라이프,GL,뉴욕 거래소,20230331,20230331
2366,글래드스톤 캐피털,GLAD.O,나스닥 증권거래소,20230331,20230331
2367,글로벌-E 온라인,GLBE.O,나스닥 증권거래소,20230331,20230331
2368,글로버스 마리타임,GLBS.O,나스닥 증권거래소,20230331,20230331
2369,글렌 버니 뱅코프,GLBZ.O,나스닥 증권거래소,20230331,20230331
2370,그레이트 레이크스 드레지 & 독,GLDD.O,나스닥 증권거래소,20230331,20230331
2371,TD 홀딩스,GLG.O,나스닥 증권거래소,20230331,20230331
2372,블로벌링크 인베스트먼트,GLLI.O,나스닥 증권거래소,20230331,20230331
2373,갈메드 파머슈티컬스,GLMD.O,나스닥 증권거래소,20230331,20230331
2374,골라 LNG,GLNG.O,나스닥 증권거래소,20230331,20230331
2375,글로번트,GLOB.K,뉴욕 거래소,20230331,20230331
2376,Gaslog Partners Units,GLOP.K,뉴욕 거래소,20230331,20230331
2377,Global Partners Units,GLP,뉴욕 거래소,20230331,20230331
2378,갈라파고스 ADR,GLPG.O,나스닥 증권거래소,20230331,20230331
2379,게이밍 앤드 레저 프로퍼티스,GLPI.O,나스닥 증권거래소,20230331,20230331
2380,그린라이트 캐피털 리,GLRE.O,나스닥 증권거래소,20230331,20230331
2381,그리니치 라이프사이언스,GLSI.O,나스닥 증권거래소,20230331,20230331
2382,글로벌 스타 애퀴지션,GLST.O,나스닥 증권거래소,20221231,20221231
2383,글래트펠터,GLT,뉴욕 거래소,20230331,20230331
2384,갈라타 애퀴지션,GLTA.K,아멕스 증권거래소,20230331,20230331
2386,Gabelli Global Utility and Income Closed Fund,GLU,아멕스 증권거래소,20221231,20221231
2387,몬테 로사 테라퓨틱스,GLUE.O,나스닥 증권거래소,20230331,20230331
2388,코닝,GLW,뉴욕 거래소,20230331,20230331
2389,글리코미메틱스,GLYC.O,나스닥 증권거래소,20230331,20230331
2390,제너럴 모터스,GM,뉴욕 거래소,20230331,20230331
2391,젠맵 ADR,GMAB.O,나스닥 증권거래소,20230331,20230331
2392,E스포츠 엔터테인먼트 그룹,GMBL.O,나스닥 증권거래소,20230331,20230331
2393,가미다 셀,GMDA.O,나스닥 증권거래소,20230331,20230331
2394,게임스탑,GME,뉴욕 거래소,20230429,20230429
2395,글로부스 메디컬,GMED.K,뉴욕 거래소,20230331,20230331
2396,아테리움 애퀴지션,GMFI.O,나스닥 증권거래소,20221231,20221231
2397,골든 매트릭스 그룹,GMGI.O,나스닥 증권거래소,20230430,20230430
2399,글로벌 메디컬 릿츠,GMRE.K,뉴욕 거래소,20230331,20230331
2400,GMS,GMS,뉴욕 거래소,20230131,20230131
2401,G 메디컬 이노베이션스 홀딩스,GMVD.O,나스닥 증권거래소,20210630,20210630
2402,지니 에너지,GNE,뉴욕 거래소,20230331,20230331
2404,젠코 시핑 & 트레이딩,GNK,뉴욕 거래소,20230331,20230331
2405,글로벌 네트 리스,GNL,뉴욕 거래소,20230331,20230331
2406,그린래인 홀딩스,GNLN.O,나스닥 증권거래소,20230331,20230331
2407,제네룩스,GNLX.O,나스닥 증권거래소,20230331,20230331
2408,젠프렉스,GNPX.O,나스닥 증권거래소,20230331,20230331
2409,제네락 홀딩스,GNRC.K,뉴욕 거래소,20230331,20230331
2410,지니어스 그룹,GNS,아멕스 증권거래소,20221231,20221231
2411,제나시스,GNSS.O,나스닥 증권거래소,20230331,20230331
2412,제넨타 사이언스 ADR,GNTA.O,나스닥 증권거래소,20221231,20221231
2413,젠텍스,GNTX.O,나스닥 증권거래소,20230331,20230331
2414,개런티 뱅그셰어스,GNTY.K,뉴욕 거래소,20230331,20230331
2415,지니어스 브랜즈 인터내셔널,GNUS.O,나스닥 증권거래소,20230331,20230331
2416,젠워스 파이낸셜,GNW,뉴욕 거래소,20230331,20230331
2417,그로서리 아울렛 홀딩스,GO.O,나스닥 증권거래소,20230401,20230401
2418,고헬스,GOCO.O,나스닥 증권거래소,20230331,20230331
2419,Golden Star Acquisition Units,GODNU.O,나스닥 증권거래소,20230331,20230331
2420,카누,GOEV.O,나스닥 증권거래소,20230331,20230331
2421,Guggenheim Strategic Opportunities Closed Fund,GOF,뉴욕 거래소,20221130,20221130
2422,골든 오션 그룹,GOGL.O,나스닥 증권거래소,20230331,20230331
2423,고그린 인베스트먼츠,GOGN.K,뉴욕 거래소,20230331,20230331
